velo_in,temp_in,time,frac,temp_pcm
0.6,60.0,2860.0,1.0000,59.3521
0.6,60.0,2880.0,1.0000,59.3976
0.6,60.0,2900.0,1.0000,59.4398
0.6,60.0,2920.0,1.0000,59.4788
0.6,60.0,2940.0,1.0000,59.5149
0.6,60.0,2960.0,1.0000,59.5484
0.6,60.0,2980.0,1.0000,59.5795
0.6,60.0,3000.0,1.0000,59.6083
0.6,60.0,3020.0,1.0000,59.6351
0.6,60.0,3040.0,1.0000,59.6599
0.6,60.0,3060.0,1.0000,59.6830
0.6,60.0,3080.0,1.0000,59.7044
0.6,60.0,3100.0,1.0000,59.7244
0.6,60.0,3120.0,1.0000,59.7429
0.6,60.0,3140.0,1.0000,59.7601
0.6,60.0,3160.0,1.0000,59.7762
0.6,60.0,3180.0,1.0000,59.7911
0.6,60.0,3200.0,1.0000,59.8049
0.6,65.0,0.0,0.0000,30.0000
0.6,65.0,20.0,0.0000,31.1036
0.6,65.0,40.0,0.0000,32.5724
0.6,65.0,60.0,0.0000,34.0599
0.6,65.0,80.0,0.0000,35.5377
0.6,65.0,100.0,0.0015,36.9515
0.6,65.0,120.0,0.0059,38.2325
0.6,65.0,140.0,0.0122,39.4053
0.6,65.0,160.0,0.0200,40.4836
0.6,65.0,180.0,0.0289,41.4751
0.6,65.0,200.0,0.0386,42.3883
0.6,65.0,220.0,0.0491,43.2291
0.6,65.0,240.0,0.0602,43.9995
0.6,65.0,260.0,0.0717,44.7079
0.6,65.0,280.0,0.0836,45.3569
0.6,65.0,300.0,0.0959,45.9500
0.6,65.0,320.0,0.1085,46.4959
0.6,65.0,340.0,0.1212,46.9948
0.6,65.0,360.0,0.1343,47.4455
0.6,65.0,380.0,0.1473,47.8660
0.6,65.0,400.0,0.1605,48.2460
0.6,65.0,420.0,0.1738,48.5988
0.6,65.0,440.0,0.1872,48.9191
0.6,65.0,460.0,0.2004,49.2234
0.6,65.0,480.0,0.2139,49.4991
0.6,65.0,500.0,0.2273,49.7540
0.6,65.0,520.0,0.2406,49.9987
0.6,65.0,540.0,0.2540,50.2271
0.6,65.0,560.0,0.2673,50.4395
0.6,65.0,580.0,0.2808,50.6373
0.6,65.0,600.0,0.2942,50.8241
0.6,65.0,620.0,0.3076,51.0049
0.6,65.0,640.0,0.3210,51.1758
0.6,65.0,660.0,0.3345,51.3375
0.6,65.0,680.0,0.3481,51.4900
0.6,65.0,700.0,0.3617,51.6342
0.6,65.0,720.0,0.3753,51.7769
0.6,65.0,740.0,0.3891,51.9134
0.6,65.0,760.0,0.4029,52.0453
0.6,65.0,780.0,0.4167,52.1764
0.6,65.0,800.0,0.4305,52.3081
0.6,65.0,820.0,0.4442,52.4429
0.6,65.0,840.0,0.4578,52.5804
0.6,65.0,860.0,0.4714,52.7194
0.6,65.0,880.0,0.4849,52.8593
0.6,65.0,900.0,0.4984,52.9997
0.6,65.0,920.0,0.5118,53.1427
0.6,65.0,940.0,0.5251,53.2877
0.6,65.0,960.0,0.5383,53.4341
0.6,65.0,980.0,0.5516,53.5808
0.6,65.0,1000.0,0.5647,53.7290
0.6,65.0,1020.0,0.5778,53.8791
0.6,65.0,1040.0,0.5909,54.0306
0.6,65.0,1060.0,0.6038,54.1825
0.6,65.0,1080.0,0.6168,54.3354
0.6,65.0,1100.0,0.6296,54.4900
0.6,65.0,1120.0,0.6424,54.6460
0.6,65.0,1140.0,0.6551,54.8027
0.6,65.0,1160.0,0.6677,54.9598
0.6,65.0,1180.0,0.6803,55.1186
0.6,65.0,1200.0,0.6927,55.2788
0.6,65.0,1220.0,0.7051,55.4395
0.6,65.0,1240.0,0.7175,55.6005
0.6,65.0,1260.0,0.7297,55.7630
0.6,65.0,1280.0,0.7418,55.9267
0.6,65.0,1300.0,0.7538,56.0910
0.6,65.0,1320.0,0.7658,56.2553
0.6,65.0,1340.0,0.7776,56.4211
0.6,65.0,1360.0,0.7893,56.5877
0.6,65.0,1380.0,0.8009,56.7550
0.6,65.0,1400.0,0.8124,56.9224
0.6,65.0,1420.0,0.8238,57.0911
0.6,65.0,1440.0,0.8350,57.2605
0.6,65.0,1460.0,0.8460,57.4307
0.6,65.0,1480.0,0.8569,57.6009
0.6,65.0,1500.0,0.8676,57.7721
0.6,65.0,1520.0,0.8781,57.9443
0.6,65.0,1540.0,0.8884,58.1173
0.6,65.0,1560.0,0.8985,58.2910
0.6,65.0,1580.0,0.9084,58.4657
0.6,65.0,1600.0,0.9180,58.6421
0.6,65.0,1620.0,0.9273,58.8203
0.6,65.0,1640.0,0.9363,59.0006
0.6,65.0,1660.0,0.9449,59.1835
0.6,65.0,1680.0,0.9531,59.3703
0.6,65.0,1700.0,0.9608,59.5624
0.6,65.0,1720.0,0.9680,59.7611
0.6,65.0,1740.0,0.9745,59.9685
0.6,65.0,1760.0,0.9803,60.1853
0.6,65.0,1780.0,0.9853,60.4120
0.6,65.0,1800.0,0.9896,60.6462
0.6,65.0,1820.0,0.9932,60.8858
0.6,65.0,1840.0,0.9959,61.1308
0.6,65.0,1860.0,0.9980,61.3773
0.6,65.0,1880.0,0.9994,61.6273
0.6,65.0,1900.0,1.0000,61.8795
0.6,65.0,1920.0,1.0000,62.1278
0.6,65.0,1940.0,1.0000,62.3508
0.6,65.0,1960.0,1.0000,62.5528
0.6,65.0,1980.0,1.0000,62.7367
0.6,65.0,2000.0,1.0000,62.9047
0.6,65.0,2020.0,1.0000,63.0585
0.6,65.0,2040.0,1.0000,63.1996
0.6,65.0,2060.0,1.0000,63.3294
0.6,65.0,2080.0,1.0000,63.4489
0.6,65.0,2100.0,1.0000,63.5591
0.6,65.0,2120.0,1.0000,63.6608
0.6,65.0,2140.0,1.0000,63.7548
0.6,65.0,2160.0,1.0000,63.8418
0.6,65.0,2180.0,1.0000,63.9224
0.6,65.0,2200.0,1.0000,63.9970
0.6,65.0,2220.0,1.0000,64.0662
0.6,65.0,2240.0,1.0000,64.1304
0.6,65.0,2260.0,1.0000,64.1900
0.6,65.0,2280.0,1.0000,64.2454
0.6,65.0,2300.0,1.0000,64.2968
0.6,65.0,2320.0,1.0000,64.3446
0.6,65.0,2340.0,1.0000,64.3890
0.6,65.0,2360.0,1.0000,64.4304
0.6,65.0,2380.0,1.0000,64.4689
0.6,65.0,2400.0,1.0000,64.5047
0.6,65.0,2420.0,1.0000,64.5380
0.6,65.0,2440.0,1.0000,64.5690
0.6,65.0,2460.0,1.0000,64.5979
0.6,65.0,2480.0,1.0000,64.6248
0.6,65.0,2500.0,1.0000,64.6499
0.6,70.0,0.0,0.0000,30.0000
0.6,70.0,20.0,0.0000,31.2614
0.6,70.0,40.0,0.0000,32.9398
0.6,70.0,60.0,0.0000,34.6399
0.6,70.0,80.0,0.0026,36.2472
0.6,70.0,100.0,0.0093,37.6824
0.6,70.0,120.0,0.0185,38.9862
0.6,70.0,140.0,0.0296,40.1778
0.6,70.0,160.0,0.0421,41.2700
0.6,70.0,180.0,0.0556,42.2779
0.6,70.0,200.0,0.0700,43.2035
0.6,70.0,220.0,0.0850,44.0559
0.6,70.0,240.0,0.1006,44.8392
0.6,70.0,260.0,0.1164,45.5672
0.6,70.0,280.0,0.1328,46.2276
0.6,70.0,300.0,0.1490,46.8494
0.6,70.0,320.0,0.1656,47.4187
0.6,70.0,340.0,0.1822,47.9473
0.6,70.0,360.0,0.1987,48.4463
0.6,70.0,380.0,0.2152,48.9110
0.6,70.0,400.0,0.2317,49.3468
0.6,70.0,420.0,0.2481,49.7568
0.6,70.0,440.0,0.2645,50.1435
0.6,70.0,460.0,0.2809,50.5087
0.6,70.0,480.0,0.2972,50.8538
0.6,70.0,500.0,0.3136,51.1807
0.6,70.0,520.0,0.3300,51.4906
0.6,70.0,540.0,0.3464,51.7848
0.6,70.0,560.0,0.3629,52.0648
0.6,70.0,580.0,0.3794,52.3317
0.6,70.0,600.0,0.3961,52.5870
0.6,70.0,620.0,0.4128,52.8315
0.6,70.0,640.0,0.4296,53.0660
0.6,70.0,660.0,0.4467,53.2906
0.6,70.0,680.0,0.4638,53.5105
0.6,70.0,700.0,0.4808,53.7319
0.6,70.0,720.0,0.4977,53.9561
0.6,70.0,740.0,0.5146,54.1829
0.6,70.0,760.0,0.5313,54.4124
0.6,70.0,780.0,0.5479,54.6444
0.6,70.0,800.0,0.5645,54.8789
0.6,70.0,820.0,0.5809,55.1162
0.6,70.0,840.0,0.5972,55.3559
0.6,70.0,860.0,0.6133,55.5980
0.6,70.0,880.0,0.6294,55.8424
0.6,70.0,900.0,0.6454,56.0888
0.6,70.0,920.0,0.6612,56.3372
0.6,70.0,940.0,0.6769,56.5878
0.6,70.0,960.0,0.6925,56.8403
0.6,70.0,980.0,0.7079,57.0947
0.6,70.0,1000.0,0.7232,57.3509
0.6,70.0,1020.0,0.7383,57.6086
0.6,70.0,1040.0,0.7533,57.8679
0.6,70.0,1060.0,0.7681,58.1290
0.6,70.0,1080.0,0.7828,58.3915
0.6,70.0,1100.0,0.7972,58.6558
0.6,70.0,1120.0,0.8115,58.9216
0.6,70.0,1140.0,0.8255,59.1889
0.6,70.0,1160.0,0.8393,59.4575
0.6,70.0,1180.0,0.8528,59.7274
0.6,70.0,1200.0,0.8661,59.9988
0.6,70.0,1220.0,0.8791,60.2718
0.6,70.0,1240.0,0.8917,60.5463
0.6,70.0,1260.0,0.9040,60.8232
0.6,70.0,1280.0,0.9158,61.1023
0.6,70.0,1300.0,0.9273,61.3847
0.6,70.0,1320.0,0.9381,61.6711
0.6,70.0,1340.0,0.9484,61.9630
0.6,70.0,1360.0,0.9580,62.2629
0.6,70.0,1380.0,0.9668,62.5731
0.6,70.0,1400.0,0.9746,62.8972
0.6,70.0,1420.0,0.9813,63.2352
0.6,70.0,1440.0,0.9869,63.5851
0.6,70.0,1460.0,0.9915,63.9424
0.6,70.0,1480.0,0.9951,64.3052
0.6,70.0,1500.0,0.9977,64.6697
0.6,70.0,1520.0,0.9993,65.0359
0.6,70.0,1540.0,1.0000,65.4027
0.6,70.0,1560.0,1.0000,65.7579
0.6,70.0,1580.0,1.0000,66.0784
0.6,70.0,1600.0,1.0000,66.3702
0.6,70.0,1620.0,1.0000,66.6367
0.6,70.0,1640.0,1.0000,66.8811
0.6,70.0,1660.0,1.0000,67.1055
0.6,70.0,1680.0,1.0000,67.3121
0.6,70.0,1700.0,1.0000,67.5025
0.6,70.0,1720.0,1.0000,67.6783
0.6,70.0,1740.0,1.0000,67.8408
0.6,70.0,1760.0,1.0000,67.9911
0.6,70.0,1780.0,1.0000,68.1304
0.6,70.0,1800.0,1.0000,68.2594
0.6,70.0,1820.0,1.0000,68.3791
0.6,70.0,1840.0,1.0000,68.4902
0.6,70.0,1860.0,1.0000,68.5934
0.6,70.0,1880.0,1.0000,68.6892
0.6,70.0,1900.0,1.0000,68.7783
0.6,70.0,1920.0,1.0000,68.8611
0.6,70.0,1940.0,1.0000,68.9382
0.6,70.0,1960.0,1.0000,69.0099
0.6,70.0,1980.0,1.0000,69.0767
0.6,70.0,2000.0,1.0000,69.1388
0.6,70.0,2020.0,1.0000,69.1967
0.6,70.0,2040.0,1.0000,69.2506
0.6,70.0,2060.0,1.0000,69.3009
0.6,70.0,2080.0,1.0000,69.3477
0.6,70.0,2100.0,1.0000,69.3913
0.6,70.0,2120.0,1.0000,69.4320
0.6,70.0,2140.0,1.0000,69.4699
0.6,70.0,2160.0,1.0000,69.5052
0.6,70.0,2180.0,1.0000,69.5382
0.6,70.0,2200.0,1.0000,69.5689
0.6,70.0,2220.0,1.0000,69.5976
0.6,70.0,2240.0,1.0000,69.6243
0.6,70.0,2260.0,1.0000,69.6492
0.6,70.0,2280.0,1.0000,69.6724
0.6,70.0,2300.0,1.0000,69.6941
0.6,70.0,2320.0,1.0000,69.7143
0.6,70.0,2340.0,1.0000,69.7331
0.6,70.0,2360.0,1.0000,69.7507
0.6,70.0,2380.0,1.0000,69.7671
0.6,70.0,2400.0,1.0000,69.7824
0.6,70.0,2420.0,1.0000,69.7966
0.6,70.0,2440.0,1.0000,69.8099
0.6,70.0,2460.0,1.0000,69.8223
0.6,70.0,2480.0,1.0000,69.8339
0.6,70.0,2500.0,1.0000,69.8447
0.6,75.0,0.0,0.0000,30.0000
0.6,75.0,20.0,0.0000,31.4190
0.6,75.0,40.0,0.0000,33.3073
0.6,75.0,60.0,0.0017,35.1696
0.6,75.0,80.0,0.0093,36.8117
0.6,75.0,100.0,0.0205,38.2835
0.6,75.0,120.0,0.0342,39.6177
0.6,75.0,140.0,0.0498,40.8381
0.6,75.0,160.0,0.0668,41.9580
0.6,75.0,180.0,0.0845,42.9973
0.6,75.0,200.0,0.1031,43.9538
0.6,75.0,220.0,0.1222,44.8376
0.6,75.0,240.0,0.1415,45.6672
0.6,75.0,260.0,0.1612,46.4337
0.6,75.0,280.0,0.1808,47.1527
0.6,75.0,300.0,0.2004,47.8307
0.6,75.0,320.0,0.2199,48.4738
0.6,75.0,340.0,0.2391,49.0844
0.6,75.0,360.0,0.2583,49.6631
0.6,75.0,380.0,0.2774,50.2099
0.6,75.0,400.0,0.2964,50.7287
0.6,75.0,420.0,0.3154,51.2211
0.6,75.0,440.0,0.3344,51.6919
0.6,75.0,460.0,0.3534,52.1410
0.6,75.0,480.0,0.3724,52.5672
0.6,75.0,500.0,0.3915,52.9727
0.6,75.0,520.0,0.4108,53.3603
0.6,75.0,540.0,0.4301,53.7320
0.6,75.0,560.0,0.4495,54.0888
0.6,75.0,580.0,0.4691,54.4317
0.6,75.0,600.0,0.4891,54.7597
0.6,75.0,620.0,0.5090,55.0819
0.6,75.0,640.0,0.5289,55.4064
0.6,75.0,660.0,0.5486,55.7350
0.6,75.0,680.0,0.5681,56.0678
0.6,75.0,700.0,0.5875,56.4042
0.6,75.0,720.0,0.6067,56.7448
0.6,75.0,740.0,0.6258,57.0889
0.6,75.0,760.0,0.6446,57.4362
0.6,75.0,780.0,0.6633,57.7873
0.6,75.0,800.0,0.6818,58.1414
0.6,75.0,820.0,0.7001,58.4985
0.6,75.0,840.0,0.7182,58.8588
0.6,75.0,860.0,0.7361,59.2219
0.6,75.0,880.0,0.7537,59.5877
0.6,75.0,900.0,0.7711,59.9564
0.6,75.0,920.0,0.7882,60.3277
0.6,75.0,940.0,0.8051,60.7014
0.6,75.0,960.0,0.8216,61.0777
0.6,75.0,980.0,0.8378,61.4562
0.6,75.0,1000.0,0.8536,61.8370
0.6,75.0,1020.0,0.8691,62.2206
0.6,75.0,1040.0,0.8841,62.6065
0.6,75.0,1060.0,0.8986,62.9958
0.6,75.0,1080.0,0.9126,63.3889
0.6,75.0,1100.0,0.9259,63.7870
0.6,75.0,1120.0,0.9385,64.1913
0.6,75.0,1140.0,0.9502,64.6045
0.6,75.0,1160.0,0.9610,65.0304
0.6,75.0,1180.0,0.9704,65.4739
0.6,75.0,1200.0,0.9785,65.9357
0.6,75.0,1220.0,0.9852,66.4121
0.6,75.0,1240.0,0.9906,66.8977
0.6,75.0,1260.0,0.9947,67.3872
0.6,75.0,1280.0,0.9976,67.8769
0.6,75.0,1300.0,0.9994,68.3655
0.6,75.0,1320.0,1.0000,68.8522
0.6,75.0,1340.0,1.0000,69.3139
0.6,75.0,1360.0,1.0000,69.7330
0.6,75.0,1380.0,1.0000,70.1160
0.6,75.0,1400.0,1.0000,70.4672
0.6,75.0,1420.0,1.0000,70.7901
0.6,75.0,1440.0,1.0000,71.0876
0.6,75.0,1460.0,1.0000,71.3622
0.6,75.0,1480.0,1.0000,71.6159
0.6,75.0,1500.0,1.0000,71.8507
0.6,75.0,1520.0,1.0000,72.0681
0.6,75.0,1540.0,1.0000,72.2697
0.6,75.0,1560.0,1.0000,72.4567
0.6,75.0,1580.0,1.0000,72.6304
0.6,75.0,1600.0,1.0000,72.7917
0.6,75.0,1620.0,1.0000,72.9416
0.6,75.0,1640.0,1.0000,73.0810
0.6,75.0,1660.0,1.0000,73.2107
0.6,75.0,1680.0,1.0000,73.3314
0.6,75.0,1700.0,1.0000,73.4437
0.6,75.0,1720.0,1.0000,73.5484
0.6,75.0,1740.0,1.0000,73.6458
0.6,75.0,1760.0,1.0000,73.7366
0.6,75.0,1780.0,1.0000,73.8212
0.6,75.0,1800.0,1.0000,73.9001
0.6,75.0,1820.0,1.0000,73.9736
0.6,75.0,1840.0,1.0000,74.0422
0.6,75.0,1860.0,1.0000,74.1061
0.6,75.0,1880.0,1.0000,74.1657
0.6,75.0,1900.0,1.0000,74.2213
0.6,75.0,1920.0,1.0000,74.2731
0.6,75.0,1940.0,1.0000,74.3215
0.6,75.0,1960.0,1.0000,74.3666
0.6,75.0,1980.0,1.0000,74.4087
0.6,75.0,2000.0,1.0000,74.4480
0.6,75.0,2020.0,1.0000,74.4846
0.6,75.0,2040.0,1.0000,74.5188
0.6,75.0,2060.0,1.0000,74.5507
0.6,75.0,2080.0,1.0000,74.5805
0.6,75.0,2100.0,1.0000,74.6083
0.6,75.0,2120.0,1.0000,74.6342
0.6,75.0,2140.0,1.0000,74.6583
0.6,75.0,2160.0,1.0000,74.6809
0.6,75.0,2180.0,1.0000,74.7019
0.6,75.0,2200.0,1.0000,74.7216
0.6,80.0,0.0,0.0000,30.0000
0.6,80.0,20.0,0.0000,31.5766
0.6,80.0,40.0,0.0000,33.6744
0.6,80.0,60.0,0.0060,35.6083
0.6,80.0,80.0,0.0179,37.2991
0.6,80.0,100.0,0.0334,38.8133
0.6,80.0,120.0,0.0513,40.1902
0.6,80.0,140.0,0.0710,41.4541
0.6,80.0,160.0,0.0921,42.6132
0.6,80.0,180.0,0.1137,43.7005
0.6,80.0,200.0,0.1360,44.7074
0.6,80.0,220.0,0.1586,45.6536
0.6,80.0,240.0,0.1811,46.5457
0.6,80.0,260.0,0.2034,47.3998
0.6,80.0,280.0,0.2256,48.2114
0.6,80.0,300.0,0.2476,48.9814
0.6,80.0,320.0,0.2693,49.7216
0.6,80.0,340.0,0.2908,50.4282
0.6,80.0,360.0,0.3123,51.0994
0.6,80.0,380.0,0.3336,51.7446
0.6,80.0,400.0,0.3550,52.3583
0.6,80.0,420.0,0.3764,52.9428
0.6,80.0,440.0,0.3977,53.5053
0.6,80.0,460.0,0.4192,54.0423
0.6,80.0,480.0,0.4408,54.5557
0.6,80.0,500.0,0.4626,55.0491
0.6,80.0,520.0,0.4845,55.5240
0.6,80.0,540.0,0.5067,55.9773
0.6,80.0,560.0,0.5293,56.4139
0.6,80.0,580.0,0.5518,56.8495
0.6,80.0,600.0,0.5741,57.2901
0.6,80.0,620.0,0.5962,57.7361
0.6,80.0,640.0,0.6180,58.1873
0.6,80.0,660.0,0.6396,58.6428
0.6,80.0,680.0,0.6609,59.1037
0.6,80.0,700.0,0.6820,59.5690
0.6,80.0,720.0,0.7029,60.0391
0.6,80.0,740.0,0.7234,60.5135
0.6,80.0,760.0,0.7436,60.9922
0.6,80.0,780.0,0.7636,61.4745
0.6,80.0,800.0,0.7831,61.9608
0.6,80.0,820.0,0.8023,62.4507
0.6,80.0,840.0,0.8211,62.9446
0.6,80.0,860.0,0.8395,63.4422
0.6,80.0,880.0,0.8573,63.9437
0.6,80.0,900.0,0.8746,64.4483
0.6,80.0,920.0,0.8913,64.9577
0.6,80.0,940.0,0.9073,65.4723
0.6,80.0,960.0,0.9225,65.9937
0.6,80.0,980.0,0.9368,66.5241
0.6,80.0,1000.0,0.9499,67.0662
0.6,80.0,1020.0,0.9617,67.6261
0.6,80.0,1040.0,0.9719,68.2093
0.6,80.0,1060.0,0.9803,68.8127
0.6,80.0,1080.0,0.9871,69.4296
0.6,80.0,1100.0,0.9924,70.0516
0.6,80.0,1120.0,0.9962,70.6743
0.6,80.0,1140.0,0.9987,71.2914
0.6,80.0,1160.0,0.9999,71.9030
0.6,80.0,1180.0,1.0000,72.5003
0.6,80.0,1200.0,1.0000,73.0449
0.6,80.0,1220.0,1.0000,73.5433
0.6,80.0,1240.0,1.0000,74.0011
0.6,80.0,1260.0,1.0000,74.4226
0.6,80.0,1280.0,1.0000,74.8116
0.6,80.0,1300.0,1.0000,75.1712
0.6,80.0,1320.0,1.0000,75.5040
0.6,80.0,1340.0,1.0000,75.8124
0.6,80.0,1360.0,1.0000,76.0984
0.6,80.0,1380.0,1.0000,76.3640
0.6,80.0,1400.0,1.0000,76.6107
0.6,80.0,1420.0,1.0000,76.8400
0.6,80.0,1440.0,1.0000,77.0533
0.6,80.0,1460.0,1.0000,77.2517
0.6,80.0,1480.0,1.0000,77.4365
0.6,80.0,1500.0,1.0000,77.6085
0.6,80.0,1520.0,1.0000,77.7688
0.6,80.0,1540.0,1.0000,77.9181
0.6,80.0,1560.0,1.0000,78.0572
0.6,80.0,1580.0,1.0000,78.1869
0.6,80.0,1600.0,1.0000,78.3079
0.6,80.0,1620.0,1.0000,78.4207
0.6,80.0,1640.0,1.0000,78.5259
0.6,80.0,1660.0,1.0000,78.6240
0.6,80.0,1680.0,1.0000,78.7155
0.6,80.0,1700.0,1.0000,78.8009
0.6,80.0,1720.0,1.0000,78.8806
0.6,80.0,1740.0,1.0000,78.9550
0.6,80.0,1760.0,1.0000,79.0244
0.6,80.0,1780.0,1.0000,79.0891
0.6,80.0,1800.0,1.0000,79.1496
0.6,80.0,1820.0,1.0000,79.2060
0.6,80.0,1840.0,1.0000,79.2587
0.6,80.0,1860.0,1.0000,79.3078
0.6,80.0,1880.0,1.0000,79.3537
0.6,80.0,1900.0,1.0000,79.3965
0.6,80.0,1920.0,1.0000,79.4365
0.6,80.0,1940.0,1.0000,79.4738
0.6,80.0,1960.0,1.0000,79.5086
0.6,80.0,1980.0,1.0000,79.5411
0.6,80.0,2000.0,1.0000,79.5714
0.6,85.0,0.0,0.0000,30.0000
0.6,85.0,20.0,0.0000,31.7343
0.6,85.0,40.0,0.0014,34.0047
0.6,85.0,60.0,0.0116,35.9944
0.6,85.0,80.0,0.0276,37.7372
0.6,85.0,100.0,0.0472,39.3007
0.6,85.0,120.0,0.0692,40.7280
0.6,85.0,140.0,0.0930,42.0351
0.6,85.0,160.0,0.1176,43.2595
0.6,85.0,180.0,0.1426,44.4134
0.6,85.0,200.0,0.1679,45.5025
0.6,85.0,220.0,0.1932,46.5358
0.6,85.0,240.0,0.2182,47.5289
0.6,85.0,260.0,0.2427,48.4881
0.6,85.0,280.0,0.2669,49.4061
0.6,85.0,300.0,0.2908,50.2922
0.6,85.0,320.0,0.3145,51.1391
0.6,85.0,340.0,0.3380,51.9528
0.6,85.0,360.0,0.3616,52.7307
0.6,85.0,380.0,0.3850,53.4774
0.6,85.0,400.0,0.4086,54.1915
0.6,85.0,420.0,0.4321,54.8790
0.6,85.0,440.0,0.4558,55.5362
0.6,85.0,460.0,0.4797,56.1695
0.6,85.0,480.0,0.5038,56.7769
0.6,85.0,500.0,0.5282,57.3585
0.6,85.0,520.0,0.5531,57.9181
0.6,85.0,540.0,0.5779,58.4750
0.6,85.0,560.0,0.6025,59.0368
0.6,85.0,580.0,0.6268,59.6054
0.6,85.0,600.0,0.6507,60.1809
0.6,85.0,620.0,0.6743,60.7630
0.6,85.0,640.0,0.6976,61.3505
0.6,85.0,660.0,0.7206,61.9441
0.6,85.0,680.0,0.7431,62.5442
0.6,85.0,700.0,0.7652,63.1490
0.6,85.0,720.0,0.7869,63.7589
0.6,85.0,740.0,0.8081,64.3746
0.6,85.0,760.0,0.8287,64.9956
0.6,85.0,780.0,0.8488,65.6207
0.6,85.0,800.0,0.8682,66.2515
0.6,85.0,820.0,0.8868,66.8884
0.6,85.0,840.0,0.9046,67.5319
0.6,85.0,860.0,0.9214,68.1841
0.6,85.0,880.0,0.9371,68.8481
0.6,85.0,900.0,0.9513,69.5296
0.6,85.0,920.0,0.9637,70.2347
0.6,85.0,940.0,0.9742,70.9669
0.6,85.0,960.0,0.9826,71.7181
0.6,85.0,980.0,0.9892,72.4784
0.6,85.0,1000.0,0.9942,73.2379
0.6,85.0,1020.0,0.9976,73.9929
0.6,85.0,1040.0,0.9995,74.7375
0.6,85.0,1060.0,1.0000,75.4708
0.6,85.0,1080.0,1.0000,76.1550
0.6,85.0,1100.0,1.0000,76.7811
0.6,85.0,1120.0,1.0000,77.3568
0.6,85.0,1140.0,1.0000,77.8876
0.6,85.0,1160.0,1.0000,78.3780
0.6,85.0,1180.0,1.0000,78.8319
0.6,85.0,1200.0,1.0000,79.2526
0.6,85.0,1220.0,1.0000,79.6429
0.6,85.0,1240.0,1.0000,80.0053
0.6,85.0,1260.0,1.0000,80.3422
0.6,85.0,1280.0,1.0000,80.6555
0.6,85.0,1300.0,1.0000,80.9471
0.6,85.0,1320.0,1.0000,81.2185
0.6,85.0,1340.0,1.0000,81.4713
0.6,85.0,1360.0,1.0000,81.7069
0.6,85.0,1380.0,1.0000,81.9265
0.6,85.0,1400.0,1.0000,82.1312
0.6,85.0,1420.0,1.0000,82.3221
0.6,85.0,1440.0,1.0000,82.5001
0.6,85.0,1460.0,1.0000,82.6662
0.6,85.0,1480.0,1.0000,82.8212
0.6,85.0,1500.0,1.0000,82.9658
0.6,85.0,1520.0,1.0000,83.1007
0.6,85.0,1540.0,1.0000,83.2267
0.6,85.0,1560.0,1.0000,83.3442
0.6,85.0,1580.0,1.0000,83.4540
0.6,85.0,1600.0,1.0000,83.5564
0.6,85.0,1620.0,1.0000,83.6521
0.6,85.0,1640.0,1.0000,83.7413
0.6,85.0,1660.0,1.0000,83.8247
0.6,85.0,1680.0,1.0000,83.9025
0.6,85.0,1700.0,1.0000,83.9752
0.6,85.0,1720.0,1.0000,84.0431
0.6,85.0,1740.0,1.0000,84.1064
0.6,85.0,1760.0,1.0000,84.1656
0.6,85.0,1780.0,1.0000,84.2208
0.6,85.0,1800.0,1.0000,84.2724
0.6,85.0,1820.0,1.0000,84.3205
0.6,85.0,1840.0,1.0000,84.3655
0.6,85.0,1860.0,1.0000,84.4075
0.6,85.0,1880.0,1.0000,84.4466
0.6,85.0,1900.0,1.0000,84.4832
0.6,85.0,1920.0,1.0000,84.5174
0.6,85.0,1940.0,1.0000,84.5493
0.6,85.0,1960.0,1.0000,84.5790
0.6,85.0,1980.0,1.0000,84.6068
0.6,85.0,2000.0,1.0000,84.6328
0.6,90.0,0.0,0.0000,30.0000
0.6,90.0,20.0,0.0000,31.8920
0.6,90.0,40.0,0.0039,34.2920
0.6,90.0,60.0,0.0181,36.3465
0.6,90.0,80.0,0.0381,38.1451
0.6,90.0,100.0,0.0616,39.7637
0.6,90.0,120.0,0.0874,41.2480
0.6,90.0,140.0,0.1145,42.6322
0.6,90.0,160.0,0.1423,43.9347
0.6,90.0,180.0,0.1703,45.1734
0.6,90.0,200.0,0.1982,46.3564
0.6,90.0,220.0,0.2255,47.5096
0.6,90.0,240.0,0.2523,48.6230
0.6,90.0,260.0,0.2787,49.6971
0.6,90.0,280.0,0.3046,50.7381
0.6,90.0,300.0,0.3304,51.7377
0.6,90.0,320.0,0.3560,52.6970
0.6,90.0,340.0,0.3814,53.6233
0.6,90.0,360.0,0.4069,54.5098
0.6,90.0,380.0,0.4324,55.3648
0.6,90.0,400.0,0.4580,56.1847
0.6,90.0,420.0,0.4837,56.9748
0.6,90.0,440.0,0.5097,57.7337
0.6,90.0,460.0,0.5360,58.4641
0.6,90.0,480.0,0.5628,59.1615
0.6,90.0,500.0,0.5899,59.8455
0.6,90.0,520.0,0.6166,60.5341
0.6,90.0,540.0,0.6430,61.2303
0.6,90.0,560.0,0.6689,61.9355
0.6,90.0,580.0,0.6945,62.6477
0.6,90.0,600.0,0.7196,63.3676
0.6,90.0,620.0,0.7442,64.0953
0.6,90.0,640.0,0.7683,64.8292
0.6,90.0,660.0,0.7919,65.5704
0.6,90.0,680.0,0.8148,66.3186
0.6,90.0,700.0,0.8371,67.0723
0.6,90.0,720.0,0.8587,67.8327
